y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118178.408	118178.54	chr11:118178056-118178679	1	2
0	0	118178.263	118178.474	chr11:118178056-118178679	2	2
0	0	118178.263	118178.474	chr11:118178056-118178679	3	2
0	0	118178.263	118178.474	chr11:118178056-118178679	4	2
0	0	118178.263	118178.474	chr11:118178056-118178679	4	3
0	0	118178.263	118178.474	chr11:118178056-118178679	2	4
0	0	118178.263	118178.474	chr11:118178056-118178679	3	4
0	0	118178.263	118178.474	chr11:118178056-118178679	4	4
0	0	118178.263	118178.474	chr11:118178056-118178679	3	5
0	0	118178.263	118178.474	chr11:118178056-118178679	4	5
