y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118213.462	118213.619	chr11:118213403-118214361	4	2
0	0	118213.462	118213.619	chr11:118213403-118214361	3	3
0	0	118213.462	118213.619	chr11:118213403-118214361	4	3
0	0	118213.462	118213.619	chr11:118213403-118214361	1	4
0	0	118213.462	118213.619	chr11:118213403-118214361	2	4
0	0	118213.462	118213.619	chr11:118213403-118214361	3	4
0	0	118213.462	118213.619	chr11:118213403-118214361	4	4
0	0	118213.462	118213.619	chr11:118213403-118214361	2	5
0	0	118213.462	118213.619	chr11:118213403-118214361	3	5
0	0	118213.462	118213.619	chr11:118213403-118214361	4	5
