y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118176.711	118176.916	chr11:118176579-118178170	3	2
0	0	118176.711	118176.916	chr11:118176579-118178170	4	2
0	0	118176.711	118176.916	chr11:118176579-118178170	2	3
0	0	118176.711	118176.916	chr11:118176579-118178170	3	3
0	0	118176.711	118176.916	chr11:118176579-118178170	4	3
0	0	118176.711	118176.916	chr11:118176579-118178170	1	4
0	0	118176.711	118176.916	chr11:118176579-118178170	2	4
0	0	118176.711	118176.916	chr11:118176579-118178170	3	4
0	0	118176.711	118176.916	chr11:118176579-118178170	4	4
0	0	118176.711	118176.916	chr11:118176579-118178170	4	5
