y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118206.077	118206.361	chr11:118206013-118206943	4	2
0	0	118206.077	118206.361	chr11:118206013-118206943	2	3
0	0	118206.077	118206.361	chr11:118206013-118206943	3	3
0	0	118206.077	118206.361	chr11:118206013-118206943	4	3
0	0	118206.077	118206.361	chr11:118206013-118206943	2	4
0	0	118206.077	118206.361	chr11:118206013-118206943	3	4
0	0	118206.077	118206.361	chr11:118206013-118206943	4	4
0	0	118206.323	118206.344	chr11:118206013-118206943	1	5
0	0	118206.077	118206.361	chr11:118206013-118206943	3	5
0	0	118206.077	118206.361	chr11:118206013-118206943	4	5
