y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118186.95	118188.226	chr11:118186459-118188914	2	2
0	0	118187.03	118188.226	chr11:118186459-118188914	3	2
0	0	118187.03	118188.226	chr11:118186459-118188914	4	2
0	0	118187.03	118188.226	chr11:118186459-118188914	3	3
0	0	118187.03	118188.226	chr11:118186459-118188914	4	3
0	0	118187.681	118188.159	chr11:118186459-118188914	1	4
0	0	118186.95	118188.226	chr11:118186459-118188914	2	4
0	0	118187.03	118188.226	chr11:118186459-118188914	3	4
0	0	118187.03	118188.226	chr11:118186459-118188914	4	4
0	0	118187.03	118188.226	chr11:118186459-118188914	4	5
