y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118229.862	118230.032	chr11:118229706-118230178	1	2
0	0	118229.862	118230.032	chr11:118229706-118230178	2	2
0	0	118229.862	118230.032	chr11:118229706-118230178	3	2
0	0	118229.862	118230.032	chr11:118229706-118230178	4	2
0	0	118229.862	118230.032	chr11:118229706-118230178	2	3
0	0	118229.862	118230.032	chr11:118229706-118230178	3	3
0	0	118229.862	118230.032	chr11:118229706-118230178	4	3
0	0	118229.862	118230.032	chr11:118229706-118230178	3	4
0	0	118229.862	118230.032	chr11:118229706-118230178	4	4
0	0	118229.862	118230.032	chr11:118229706-118230178	4	5
