y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118225.503	118225.691	chr11:118225253-118226275	1	2
0	0	118225.503	118225.691	chr11:118225253-118226275	2	2
0	0	118225.503	118225.691	chr11:118225253-118226275	3	2
0	0	118225.503	118225.691	chr11:118225253-118226275	4	2
0	0	118225.503	118225.691	chr11:118225253-118226275	2	3
0	0	118225.503	118225.691	chr11:118225253-118226275	3	3
0	0	118225.503	118225.691	chr11:118225253-118226275	4	3
0	0	118225.503	118225.691	chr11:118225253-118226275	3	4
0	0	118225.503	118225.691	chr11:118225253-118226275	4	4
0	0	118225.503	118225.691	chr11:118225253-118226275	4	5
