y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118227.536	118227.635	chr11:118226716-118228591	2	2
0	0	118227.536	118227.635	chr11:118226716-118228591	3	2
0	0	118227.536	118227.635	chr11:118226716-118228591	4	2
0	0	118227.536	118227.635	chr11:118226716-118228591	3	3
0	0	118227.536	118227.635	chr11:118226716-118228591	4	3
0	0	118227.536	118227.635	chr11:118226716-118228591	4	4
0	0	118227.532	118227.635	chr11:118226716-118228591	1	5
0	0	118227.536	118227.635	chr11:118226716-118228591	2	5
0	0	118227.536	118227.635	chr11:118226716-118228591	3	5
0	0	118227.536	118227.635	chr11:118226716-118228591	4	5
