y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118183.863	118183.952	chr11:118183688-118184421	3	2
0	0	118183.891	118184.005	chr11:118183688-118184421	4	2
0	0	118183.891	118184.005	chr11:118183688-118184421	4	3
0	0	118183.853	118183.952	chr11:118183688-118184421	2	4
0	0	118183.863	118183.952	chr11:118183688-118184421	3	4
0	0	118183.891	118184.005	chr11:118183688-118184421	4	4
0	0	118183.853	118183.952	chr11:118183688-118184421	1	5
0	0	118183.853	118183.952	chr11:118183688-118184421	2	5
0	0	118183.863	118183.952	chr11:118183688-118184421	3	5
0	0	118183.891	118184.005	chr11:118183688-118184421	4	5
