y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118186.927	118188.28	chr11:118182713-118200648	3	2
0	0	118186.95	118188.285	chr11:118182713-118200648	4	2
0	0	118186.95	118188.285	chr11:118182713-118200648	4	3
0	0	118186.869	118188.285	chr11:118182713-118200648	2	4
0	0	118186.927	118188.28	chr11:118182713-118200648	3	4
0	0	118186.95	118188.285	chr11:118182713-118200648	4	4
0	0	118186.422	118188.475	chr11:118182713-118200648	1	5
0	0	118186.869	118188.285	chr11:118182713-118200648	2	5
0	0	118186.927	118188.28	chr11:118182713-118200648	3	5
0	0	118186.95	118188.285	chr11:118182713-118200648	4	5
