y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118230.384	118231.078	chr11:118229400-118231571	2	2
0	0	118230.377	118231.101	chr11:118229400-118231571	3	2
0	0	118230.373	118231.103	chr11:118229400-118231571	4	2
0	0	118230.373	118231.103	chr11:118229400-118231571	4	3
0	0	118230.383	118231.108	chr11:118229400-118231571	1	4
0	0	118230.384	118231.078	chr11:118229400-118231571	2	4
0	0	118230.377	118231.101	chr11:118229400-118231571	3	4
0	0	118230.373	118231.103	chr11:118229400-118231571	4	4
0	0	118230.377	118231.101	chr11:118229400-118231571	3	5
0	0	118230.373	118231.103	chr11:118229400-118231571	4	5
