y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118180.978	118181.546	chr11:118178640-118184271	2	2
0	0	118180.978	118181.546	chr11:118178640-118184271	3	2
0	0	118180.978	118181.546	chr11:118178640-118184271	4	2
0	0	118180.978	118181.546	chr11:118178640-118184271	4	3
0	0	118180.975	118181.484	chr11:118178640-118184271	1	4
0	0	118180.978	118181.546	chr11:118178640-118184271	2	4
0	0	118180.978	118181.546	chr11:118178640-118184271	3	4
0	0	118180.978	118181.546	chr11:118178640-118184271	4	4
0	0	118180.978	118181.546	chr11:118178640-118184271	3	5
0	0	118180.978	118181.546	chr11:118178640-118184271	4	5
