y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118212.093	118212.689	chr11:118211668-118213341	4	2
0	0	118212.093	118212.689	chr11:118211668-118213341	2	3
0	0	118212.093	118212.689	chr11:118211668-118213341	3	3
0	0	118212.093	118212.689	chr11:118211668-118213341	4	3
0	0	118212.093	118212.689	chr11:118211668-118213341	1	4
0	0	118212.093	118212.689	chr11:118211668-118213341	2	4
0	0	118212.093	118212.689	chr11:118211668-118213341	3	4
0	0	118212.093	118212.689	chr11:118211668-118213341	4	4
0	0	118212.093	118212.689	chr11:118211668-118213341	3	5
0	0	118212.093	118212.689	chr11:118211668-118213341	4	5
