y	yend	x	xend	clickSelects	showSelected2	PANEL
0.05	0.05	118175.136	118178.47	chr11:118125367-118194817	104267	1
0.1	0.1	118163.83465	118163.83465	chr11:118139220-118170309	36864	1
0.15	0.15	118175.104	118178.47	chr11:118139927-118194115	73728	1
0.2	0.2	118163.83465	118163.83465	chr11:118142322-118166080	26066	1
0.25	0.25	118175.136	118178.47	chr11:118150742-118195371	52133	1
0.3	0.3	118163.83465	118163.83465	chr11:118153536-118169777	18432	1
0.35	0.35	118163.83465	118163.83465	chr11:118157970-118170571	13033	1
0.4	0.4	118163.83465	118165.438	chr11:118161082-118170298	9216	1
0.45	0.45	118175.392	118176.967	chr11:118166081-118182712	26066	1
0.5	0.5	118171.594	118171.694	chr11:118169294-118172593	4608	1
0.55	0.55	118175.392	118177.874	chr11:118169778-118184378	18432	1
0.6	0.6	118175.16	118178.47	chr11:118170310-118195238	36864	1
0.65	0.65	118173.366	118174.493	chr11:118170511-118174945	6516	1
0.7	0.7	118175.408	118176.546	chr11:118170572-118179444	13033	1
0.75	0.75	118175.408	118176.537	chr11:118171577-118178639	9216	1
0.8	0.8	118174.551	118175.097	chr11:118172062-118175138	3258	1
0.85	0.85	118174.535	118174.68	chr11:118172594-118174952	4608	1
0.9	0.9	118174.301	118174.479	chr11:118172617-118174865	2304	1
0.95	0.95	118173.535	118173.819	chr11:118172963-118174591	1629	1
1	1	118175.423	118176.482	chr11:118174866-118177024	2304	1
1.05	1.05	118175.426	118176.482	chr11:118174946-118177139	6516	1
1.1	1.1	118175.426	118176.474	chr11:118174953-118176654	4608	1
1.15	1.15	118175.439	118176.401	chr11:118175139-118176578	3258	1
1.2	1.2	118175.439	118176.401	chr11:118175144-118176570	1629	1
1.25	1.25	118176.714	118176.814	chr11:118176571-118177178	1629	1
1.3	1.3	118176.711	118176.916	chr11:118176579-118178170	3258	1
1.35	1.35	118177.364	118177.879	chr11:118176655-118179273	4608	1
1.4	1.4	118177.742	118178.273	chr11:118177025-118178581	2304	1
1.45	1.45	118178.318	118178.465	chr11:118177140-118179564	6516	1
1.5	1.5	118177.596	118177.724	chr11:118177179-118178055	1629	1
1.55	1.55	118178.263	118178.474	chr11:118178056-118178679	1629	1
1.6	1.6	118178.947	118179.959	chr11:118178171-118180360	3258	1
1.65	1.65	118178.922	118179.959	chr11:118178582-118180380	2304	1
1.7	1.7	118180.978	118181.546	chr11:118178640-118184271	9216	1
1.75	1.75	118179.002	118179.325	chr11:118178680-118180256	1629	1
1.8	1.8	118180.975	118181.546	chr11:118179274-118182038	4608	1
1.85	1.85	118180.975	118181.546	chr11:118179445-118184245	13033	1
1.9	1.9	118180.975	118181.546	chr11:118179565-118184430	6516	1
1.95	1.95	118180.969	118181.31	chr11:118180361-118181820	3258	1
2	2	118180.97	118181.546	chr11:118180381-118182034	2304	1
2.05	2.05	118180.969	118181.31	chr11:118180412-118181804	1629	1
2.1	2.1	118182.567	118182.678	chr11:118181805-118182930	1629	1
2.15	2.15	118182.561	118183.144	chr11:118181821-118183691	3258	1
2.2	2.2	118182.558	118183.144	chr11:118182035-118183425	2304	1
2.25	2.25	118182.53	118184.364	chr11:118182039-118185519	4608	1
2.3	2.3	118186.869	118188.285	chr11:118182713-118200648	26066	1
2.35	2.35	118183.089	118183.294	chr11:118182931-118183687	1629	1
2.4	2.4	118184.438	118184.538	chr11:118183426-118185207	2304	1
2.45	2.45	118183.853	118183.952	chr11:118183688-118184421	1629	1
2.5	2.5	118183.853	118183.952	chr11:118183692-118184718	3258	1
2.55	2.55	118186.95	118188.226	chr11:118184246-118190326	13033	1
2.6	2.6	118186.95	118188.226	chr11:118184272-118189408	9216	1
2.65	2.65	118186.863	118188.285	chr11:118184379-118196409	18432	1
2.75	2.75	118186.95	118188.226	chr11:118184431-118190097	6516	1
2.8	2.8	118185.339	118185.482	chr11:118184701-118185739	1629	1
2.85	2.85	118185.329	118186.121	chr11:118184719-118186458	3258	1
2.9	2.9	118186.424	118186.672	chr11:118185393-118186834	2304	1
2.95	2.95	118186.95	118188.226	chr11:118185520-118189896	4608	1
3	3	118186.456	118186.593	chr11:118185740-118186797	1629	1
3.05	3.05	118186.95	118188.226	chr11:118186459-118188914	3258	1
3.1	3.1	118187.061	118187.315	chr11:118186798-118187477	1629	1
3.15	3.15	118187.655	118187.948	chr11:118186835-118188437	2304	1
3.2	3.2	118187.641	118187.948	chr11:118187478-118188401	1629	1
3.25	3.25	118188.648	118189.569	chr11:118188402-118190759	1629	1
3.3	3.3	118189.917	118190.53	chr11:118188438-118191972	2304	1
3.35	3.35	118189.219	118189.932	chr11:118188915-118190753	3258	1
3.4	3.4	118192.372	118192.925	chr11:118189409-118195097	9216	1
3.45	3.45	118192.372	118192.925	chr11:118190098-118195843	6516	1
3.5	3.5	118192.372	118192.925	chr11:118190281-118194391	4608	1
3.55	3.55	118192.372	118192.925	chr11:118190327-118195415	13033	1
3.6	3.6	118191.041	118191.697	chr11:118190754-118191964	3258	1
3.65	3.65	118191.041	118191.7	chr11:118190760-118191990	1629	1
3.7	3.7	118192.522	118192.646	chr11:118191965-118193492	3258	1
3.75	3.75	118192.522	118192.646	chr11:118191973-118193671	2304	1
3.8	3.8	118192.522	118192.646	chr11:118191991-118192950	1629	1
3.9	3.9	118194.086	118194.753	chr11:118193493-118195694	3258	1
3.95	3.95	118194.086	118194.753	chr11:118193583-118195135	1629	1
4	4	118194.118	118194.753	chr11:118193672-118195893	2304	1
4.05	4.05	118209.753	118218.118	chr11:118194116-118250799	73728	1
4.1	4.1	118196.126	118196.274	chr11:118194392-118197114	4608	1
4.15	4.15	118209.753	118218.118	chr11:118194818-118266077	104267	1
4.2	4.2	118197.961	118200.186	chr11:118195098-118202120	9216	1
4.25	4.25	118209.753	118218.118	chr11:118195372-118224236	52133	1
4.3	4.3	118196.126	118196.228	chr11:118195386-118196748	1629	1
4.35	4.35	118197.961	118200.186	chr11:118195416-118202706	13033	1
4.4	4.4	118209.753	118218.118	chr11:118195500-118224233	36864	1
4.45	4.45	118196.278	118196.547	chr11:118195695-118197557	3258	1
4.5	4.5	118196.126	118196.274	chr11:118195894-118197229	2304	1
4.55	4.55	118205.227	118205.922	chr11:118196410-118208099	18432	1
4.6	4.6	118197.961	118200.186	chr11:118196423-118202427	6516	1
4.65	4.65	118196.852	118197.2	chr11:118196749-118197629	1629	1
4.7	4.7	118197.961	118200.186	chr11:118197194-118201802	4608	1
4.75	4.75	118197.961	118198.855	chr11:118197230-118198986	2304	1
4.8	4.8	118198.628	118199.854	chr11:118197558-118200387	3258	1
4.85	4.85	118198.643	118198.78	chr11:118197630-118199059	1629	1
4.9	4.9	118199.559	118199.731	chr11:118198987-118199961	2304	1
4.95	4.95	118199.562	118199.877	chr11:118199060-118200161	1629	1
5	5	118200.502	118200.97	chr11:118199962-118201879	2304	1
5.05	5.05	118200.489	118200.97	chr11:118200162-118201432	1629	1
5.1	5.1	118200.827	118201.162	chr11:118200388-118202617	3258	1
5.15	5.15	118209.754	118218.122	chr11:118200904-118225604	26066	1
5.2	5.2	118202.073	118202.166	chr11:118201433-118202458	1629	1
5.25	5.25	118203.964	118206.414	chr11:118202121-118208370	9216	1
5.3	5.3	118203.359	118203.397	chr11:118202212-118203695	2304	1
5.35	5.35	118205.229	118205.922	chr11:118202428-118208431	6516	1
5.4	5.4	118203.964	118204.103	chr11:118202618-118204895	3258	1
5.45	5.45	118203.611	118203.723	chr11:118202692-118203892	1629	1
5.5	5.5	118205.229	118205.954	chr11:118202707-118207605	13033	1
5.55	5.55	118205.24	118206.036	chr11:118202864-118207472	4608	1
5.6	5.6	118203.968	118204.103	chr11:118203696-118204821	2304	1
5.7	5.7	118205.27	118205.83	chr11:118204409-118206012	1629	1
5.75	5.75	118205.263	118205.839	chr11:118204822-118206054	2304	1
5.8	5.8	118205.21	118205.644	chr11:118204896-118205988	3258	1
5.85	5.85	118206.077	118206.414	chr11:118205989-118207487	3258	1
5.9	5.9	118206.077	118206.361	chr11:118206013-118206943	1629	1
5.95	5.95	118206.193	118206.354	chr11:118206055-118206943	2304	1
6.05	6.05	118207.526	118207.837	chr11:118206944-118208390	2304	1
6	6	118207.526	118207.837	chr11:118206944-118208392	1629	1
6.1	6.1	118208.886	118209.204	chr11:118207488-118209535	3258	1
6.15	6.15	118209.796	118218.071	chr11:118207606-118220428	13033	1
6.2	6.2	118209.806	118218.106	chr11:118208100-118222359	18432	1
6.25	6.25	118209.815	118213.369	chr11:118208371-118214262	9216	1
6.3	6.3	118208.979	118209.118	chr11:118208391-118209537	2304	1
6.35	6.35	118208.979	118209.118	chr11:118208393-118209422	1629	1
6.4	6.4	118210.727	118213.351	chr11:118208777-118213897	6516	1
6.45	6.45	118210.73	118213.351	chr11:118209252-118213860	4608	1
6.5	6.5	118209.796	118209.947	chr11:118209423-118210639	1629	1
6.55	6.55	118210.921	118211.459	chr11:118209536-118211789	3258	1
6.6	6.6	118209.796	118209.947	chr11:118209538-118210524	2304	1
6.65	6.65	118210.721	118210.82	chr11:118210525-118210925	2304	1
6.7	6.7	118210.902	118211.473	chr11:118210640-118211926	1629	1
6.75	6.75	118211.015	118211.444	chr11:118210926-118211667	2304	1
6.8	6.8	118212.093	118212.689	chr11:118211668-118213341	2304	1
6.85	6.85	118212.093	118212.689	chr11:118211790-118213354	3258	1
6.9	6.9	118212.495	118213.261	chr11:118211927-118213402	1629	1
6.95	6.95	118213.728	118214.28	chr11:118213342-118214904	2304	1
7	7	118213.728	118214.348	chr11:118213355-118214508	3258	1
7.05	7.05	118213.462	118213.619	chr11:118213403-118214361	1629	1
7.1	7.1	118215.157	118216.825	chr11:118213898-118218859	6516	1
7.15	7.15	118215.154	118216.849	chr11:118214263-118219522	9216	1
7.2	7.2	118215.157	118216.825	chr11:118214496-118218828	4608	1
7.25	7.25	118215.157	118216.792	chr11:118214509-118217408	3258	1
7.3	7.3	118215.157	118216.054	chr11:118214880-118216310	1629	1
7.35	7.35	118215.184	118216.822	chr11:118214905-118217190	2304	1
7.4	7.4	118216.726	118216.788	chr11:118216311-118217053	1629	1
7.45	7.45	118217.486	118217.807	chr11:118217054-118218159	1629	1
7.5	7.5	118217.633	118218.063	chr11:118217257-118218373	2304	1
7.55	7.55	118217.617	118217.807	chr11:118217409-118218173	3258	1
7.6	7.6	118218.468	118218.616	chr11:118218160-118219136	1629	1
7.65	7.65	118218.488	118218.614	chr11:118218174-118219584	3258	1
7.7	7.7	118218.619	118218.81	chr11:118218374-118219848	2304	1
7.75	7.75	118220.693	118220.993	chr11:118218829-118222360	4608	1
7.8	7.8	118219.035	118220.57	chr11:118218860-118229258	6516	1
7.85	7.85	118219.628	118219.842	chr11:118219344-118220681	1629	1
7.9	7.9	118220.693	118220.993	chr11:118219523-118225461	9216	1
7.95	7.95	118220.356	118220.586	chr11:118219585-118221067	3258	1
8	8	118220.691	118221.02	chr11:118219849-118221564	2304	1
8.05	8.05	118220.996	118221.146	chr11:118220682-118221565	1629	1
8.1	8.1	118223.51	118224.221	chr11:118221068-118225263	3258	1
8.15	8.15	118222.302	118222.408	chr11:118221565-118223070	2304	1
8.2	8.2	118222.151	118222.332	chr11:118221566-118222673	1629	1
8.25	8.25	118230.363	118231.181	chr11:118222360-118239987	18432	1
8.3	8.3	118223.048	118224.222	chr11:118222361-118224848	4608	1
8.35	8.35	118223.12	118223.271	chr11:118222674-118223468	1629	1
8.4	8.4	118223.665	118224.221	chr11:118223071-118224812	2304	1
8.45	8.45	118223.848	118224.222	chr11:118223469-118224627	1629	1
8.5	8.5	118230.363	118231.187	chr11:118224234-118249203	36864	1
8.55	8.55	118230.363	118231.187	chr11:118224237-118256837	52133	1
8.6	8.6	118230.363	118231.162	chr11:118224254-118234051	13033	1
8.65	8.65	118224.82	118224.92	chr11:118224628-118225252	1629	1
8.7	8.7	118225.469	118226.083	chr11:118224813-118226715	2304	1
8.75	8.75	118225.475	118225.908	chr11:118224849-118228003	4608	1
8.8	8.8	118225.503	118225.691	chr11:118225253-118226275	1629	1
8.85	8.85	118225.718	118225.924	chr11:118225264-118228246	3258	1
8.9	8.9	118230.363	118231.185	chr11:118225605-118243804	26066	1
8.95	8.95	118230.366	118231.161	chr11:118226161-118233711	9216	1
9	9	118226.863	118227.029	chr11:118226276-118227121	1629	1
9.05	9.05	118227.536	118227.635	chr11:118226716-118228591	2304	1
9.1	9.1	118227.536	118227.635	chr11:118227122-118228294	1629	1
9.15	9.15	118228.873	118228.973	chr11:118228247-118229399	3258	1
