y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118180.311	118181.546	chr11:118179445-118184245	1	2
0	0	118180.975	118181.546	chr11:118179445-118184245	2	2
0	0	118180.975	118181.546	chr11:118179445-118184245	3	2
0	0	118180.975	118181.546	chr11:118179445-118184245	4	2
0	0	118180.975	118181.546	chr11:118179445-118184245	4	3
0	0	118180.975	118181.546	chr11:118179445-118184245	2	4
0	0	118180.975	118181.546	chr11:118179445-118184245	3	4
0	0	118180.975	118181.546	chr11:118179445-118184245	4	4
0	0	118180.975	118181.546	chr11:118179445-118184245	3	5
0	0	118180.975	118181.546	chr11:118179445-118184245	4	5
