y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118209.796	118218.071	chr11:118207606-118220428	4	2
0	0	118209.796	118218.071	chr11:118207606-118220428	3	3
0	0	118209.796	118218.071	chr11:118207606-118220428	4	3
0	0	118209.806	118218.111	chr11:118207606-118220428	1	4
0	0	118209.796	118218.071	chr11:118207606-118220428	2	4
0	0	118209.796	118218.071	chr11:118207606-118220428	3	4
0	0	118209.796	118218.071	chr11:118207606-118220428	4	4
0	0	118209.796	118218.071	chr11:118207606-118220428	2	5
0	0	118209.796	118218.071	chr11:118207606-118220428	3	5
0	0	118209.796	118218.071	chr11:118207606-118220428	4	5
