y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118178.934	118179.96	chr11:118178582-118180380	3	2
0	0	118178.895	118179.96	chr11:118178582-118180380	4	2
0	0	118178.895	118179.96	chr11:118178582-118180380	4	3
0	0	118178.899	118179.859	chr11:118178582-118180380	1	4
0	0	118178.922	118179.959	chr11:118178582-118180380	2	4
0	0	118178.934	118179.96	chr11:118178582-118180380	3	4
0	0	118178.895	118179.96	chr11:118178582-118180380	4	4
0	0	118178.922	118179.959	chr11:118178582-118180380	2	5
0	0	118178.934	118179.96	chr11:118178582-118180380	3	5
0	0	118178.895	118179.96	chr11:118178582-118180380	4	5
