y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118225.475	118225.908	chr11:118224849-118228003	2	2
0	0	118225.469	118225.901	chr11:118224849-118228003	3	2
0	0	118225.469	118225.901	chr11:118224849-118228003	4	2
0	0	118225.469	118225.901	chr11:118224849-118228003	4	3
0	0	118225.469	118225.901	chr11:118224849-118228003	3	4
0	0	118225.469	118225.901	chr11:118224849-118228003	4	4
0	0	118225.475	118225.924	chr11:118224849-118228003	1	5
0	0	118225.475	118225.908	chr11:118224849-118228003	2	5
0	0	118225.469	118225.901	chr11:118224849-118228003	3	5
0	0	118225.469	118225.901	chr11:118224849-118228003	4	5
