y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118238.64	118240.228	chr11:118233712-118241262	2	2
0	0	118238.666	118240.237	chr11:118233712-118241262	3	2
0	0	118238.666	118240.237	chr11:118233712-118241262	4	2
0	0	118238.666	118240.237	chr11:118233712-118241262	3	3
0	0	118238.666	118240.237	chr11:118233712-118241262	4	3
0	0	118234.744	118236.171	chr11:118233712-118241262	1	4
0	0	118238.64	118240.228	chr11:118233712-118241262	2	4
0	0	118238.666	118240.237	chr11:118233712-118241262	3	4
0	0	118238.666	118240.237	chr11:118233712-118241262	4	4
0	0	118238.666	118240.237	chr11:118233712-118241262	4	5
