y	yend	x	xend	clickSelects	showSelected1	PANEL
1	1	118173.535	118173.819	chr11:118172963-118174591	chr11:118172963-118174591	2
1	1	118175.439	118176.39	chr11:118175144-118176570	chr11:118175144-118176570	2
1	1	118176.714	118176.814	chr11:118176571-118177178	chr11:118176571-118177178	2
1	1	118177.596	118177.762	chr11:118177179-118178055	chr11:118177179-118178055	2
1	1	118178.263	118178.474	chr11:118178056-118178679	chr11:118178056-118178679	2
1	1	118179.002	118179.325	chr11:118178680-118180256	chr11:118178680-118180256	2
1	1	118180.969	118181.31	chr11:118180412-118181804	chr11:118180412-118181804	2
1	1	118182.53	118182.698	chr11:118181805-118182930	chr11:118181805-118182930	2
1	1	118183.089	118183.294	chr11:118182931-118183687	chr11:118182931-118183687	2
1	1	118183.891	118184.005	chr11:118183688-118184421	chr11:118183688-118184421	2
1	1	118185.329	118185.486	chr11:118184701-118185739	chr11:118184701-118185739	2
1	1	118186.424	118186.588	chr11:118185740-118186797	chr11:118185740-118186797	2
1	1	118187.061	118187.315	chr11:118186798-118187477	chr11:118186798-118187477	2
1	1	118187.641	118187.944	chr11:118187478-118188401	chr11:118187478-118188401	2
1	1	118188.776	118189.932	chr11:118188402-118190759	chr11:118188402-118190759	2
1	1	118191.059	118191.693	chr11:118190760-118191990	chr11:118190760-118191990	2
1	1	118192.522	118192.646	chr11:118191991-118192950	chr11:118191991-118192950	2
1	1	118194.086	118194.753	chr11:118193583-118195135	chr11:118193583-118195135	2
1	1	118196.126	118196.228	chr11:118195386-118196748	chr11:118195386-118196748	2
1	1	118196.93	118197.2	chr11:118196749-118197629	chr11:118196749-118197629	2
1	1	118198.322	118198.805	chr11:118197630-118199059	chr11:118197630-118199059	2
1	1	118199.562	118199.869	chr11:118199060-118200161	chr11:118199060-118200161	2
1	1	118200.489	118200.97	chr11:118200162-118201432	chr11:118200162-118201432	2
1	1	118203.611	118203.723	chr11:118202692-118203892	chr11:118202692-118203892	2
1	1	118205.217	118205.644	chr11:118204409-118206012	chr11:118204409-118206012	2
1	1	118206.077	118206.361	chr11:118206013-118206943	chr11:118206013-118206943	2
1	1	118207.497	118207.867	chr11:118206944-118208392	chr11:118206944-118208392	2
1	1	118208.979	118209.118	chr11:118208393-118209422	chr11:118208393-118209422	2
1	1	118209.796	118209.947	chr11:118209423-118210639	chr11:118209423-118210639	2
1	1	118210.902	118211.473	chr11:118210640-118211926	chr11:118210640-118211926	2
1	1	118212.495	118213.261	chr11:118211927-118213402	chr11:118211927-118213402	2
1	1	118213.462	118213.619	chr11:118213403-118214361	chr11:118213403-118214361	2
1	1	118215.162	118215.465	chr11:118214880-118216310	chr11:118214880-118216310	2
1	1	118216.726	118216.788	chr11:118216311-118217053	chr11:118216311-118217053	2
1	1	118217.682	118217.807	chr11:118217054-118218159	chr11:118217054-118218159	2
1	1	118218.468	118218.616	chr11:118218160-118219136	chr11:118218160-118219136	2
1	1	118219.628	118219.842	chr11:118219344-118220681	chr11:118219344-118220681	2
1	1	118220.996	118221.146	chr11:118220682-118221565	chr11:118220682-118221565	2
1	1	118222.209	118222.332	chr11:118221566-118222673	chr11:118221566-118222673	2
1	1	118223.12	118223.271	chr11:118222674-118223468	chr11:118222674-118223468	2
1	1	118223.848	118224.222	chr11:118223469-118224627	chr11:118223469-118224627	2
1	1	118224.798	118224.92	chr11:118224628-118225252	chr11:118224628-118225252	2
1	1	118225.503	118225.691	chr11:118225253-118226275	chr11:118225253-118226275	2
1	1	118226.561	118226.66	chr11:118226276-118227121	chr11:118226276-118227121	2
1	1	118227.536	118227.635	chr11:118227122-118228294	chr11:118227122-118228294	2
1	1	118229.432	118229.548	chr11:118228295-118229617	chr11:118228295-118229617	2
1	1	118229.831	118230.076	chr11:118229618-118230211	chr11:118229618-118230211	2
1	1	118230.384	118230.917	chr11:118230212-118231217	chr11:118230212-118231217	2
1	1	118231.272	118231.571	chr11:118231218-118231779	chr11:118231218-118231779	2
1	1	118232.119	118232.804	chr11:118231780-118233718	chr11:118231780-118233718	2
1	1	118234.098	118234.294	chr11:118233719-118234653	chr11:118233719-118234653	2
1	1	118174.301	118174.479	chr11:118172617-118174865	chr11:118172617-118174865	2
1	1	118175.428	118176.493	chr11:118174866-118177024	chr11:118174866-118177024	2
1	1	118177.742	118178.273	chr11:118177025-118178581	chr11:118177025-118178581	2
1	1	118178.895	118179.96	chr11:118178582-118180380	chr11:118178582-118180380	2
1	1	118180.893	118181.546	chr11:118180381-118182034	chr11:118180381-118182034	2
1	1	118182.53	118182.671	chr11:118182035-118183425	chr11:118182035-118183425	2
1	1	118184.438	118184.538	chr11:118183426-118185207	chr11:118183426-118185207	2
1	1	118186.424	118186.668	chr11:118185393-118186834	chr11:118185393-118186834	2
1	1	118187.648	118187.948	chr11:118186835-118188437	chr11:118186835-118188437	2
1	1	118189.917	118190.53	chr11:118188438-118191972	chr11:118188438-118191972	2
1	1	118192.253	118192.75	chr11:118191973-118193671	chr11:118191973-118193671	2
1	1	118194.349	118194.748	chr11:118193672-118195893	chr11:118193672-118195893	2
1	1	118196.126	118196.274	chr11:118195894-118197229	chr11:118195894-118197229	2
1	1	118197.961	118198.855	chr11:118197230-118198986	chr11:118197230-118198986	2
1	1	118199.56	118199.783	chr11:118198987-118199961	chr11:118198987-118199961	2
1	1	118200.815	118200.974	chr11:118199962-118201879	chr11:118199962-118201879	2
1	1	118203.359	118203.397	chr11:118202212-118203695	chr11:118202212-118203695	2
1	1	118203.968	118204.103	chr11:118203696-118204821	chr11:118203696-118204821	2
1	1	118205.273	118205.838	chr11:118204822-118206054	chr11:118204822-118206054	2
1	1	118206.193	118206.354	chr11:118206055-118206943	chr11:118206055-118206943	2
1	1	118207.497	118207.867	chr11:118206944-118208390	chr11:118206944-118208390	2
1	1	118208.979	118209.118	chr11:118208391-118209537	chr11:118208391-118209537	2
1	1	118209.796	118209.947	chr11:118209538-118210524	chr11:118209538-118210524	2
1	1	118210.721	118210.82	chr11:118210525-118210925	chr11:118210525-118210925	2
1	1	118212.093	118212.689	chr11:118211668-118213341	chr11:118211668-118213341	2
1	1	118213.728	118214.28	chr11:118213342-118214904	chr11:118213342-118214904	2
1	1	118215.184	118216.824	chr11:118214905-118217190	chr11:118214905-118217190	2
1	1	118217.633	118218.063	chr11:118217257-118218373	chr11:118217257-118218373	2
1	1	118218.619	118218.81	chr11:118218374-118219848	chr11:118218374-118219848	2
1	1	118220.691	118221.02	chr11:118219849-118221564	chr11:118219849-118221564	2
1	1	118222.302	118222.408	chr11:118221565-118223070	chr11:118221565-118223070	2
1	1	118223.665	118224.221	chr11:118223071-118224812	chr11:118223071-118224812	2
1	1	118225.469	118226.063	chr11:118224813-118226715	chr11:118224813-118226715	2
1	1	118227.536	118227.635	chr11:118226716-118228591	chr11:118226716-118228591	2
1	1	118229.433	118229.579	chr11:118228592-118229705	chr11:118228592-118229705	2
1	1	118229.862	118230.032	chr11:118229706-118230178	chr11:118229706-118230178	2
1	1	118230.372	118231.108	chr11:118230179-118231781	chr11:118230179-118231781	2
1	1	118232.119	118232.289	chr11:118231782-118232529	chr11:118231782-118232529	2
1	1	118232.916	118233.13	chr11:118232530-118233179	chr11:118232530-118233179	2
1	1	118233.766	118233.914	chr11:118233180-118234772	chr11:118233180-118234772	2
1	1	118173.808	118174.493	chr11:118172062-118175138	chr11:118172062-118175138	2
1	1	118175.439	118176.39	chr11:118175139-118176578	chr11:118175139-118176578	2
1	1	118176.711	118176.916	chr11:118176579-118178170	chr11:118176579-118178170	2
1	1	118178.948	118179.96	chr11:118178171-118180360	chr11:118178171-118180360	2
1	1	118180.969	118181.31	chr11:118180361-118181820	chr11:118180361-118181820	2
1	1	118182.53	118182.677	chr11:118181821-118183691	chr11:118181821-118183691	2
1	1	118183.891	118184.005	chr11:118183692-118184718	chr11:118183692-118184718	2
1	1	118185.329	118186.121	chr11:118184719-118186458	chr11:118184719-118186458	2
1	1	118187.03	118188.226	chr11:118186459-118188914	chr11:118186459-118188914	2
1	1	118189.229	118189.569	chr11:118188915-118190753	chr11:118188915-118190753	2
1	1	118191.059	118191.693	chr11:118190754-118191964	chr11:118190754-118191964	2
1	1	118192.253	118192.75	chr11:118191965-118193492	chr11:118191965-118193492	2
1	1	118194.086	118194.753	chr11:118193493-118195694	chr11:118193493-118195694	2
