y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118223.665	118224.221	chr11:118223071-118224812	1	2
0	0	118223.665	118224.221	chr11:118223071-118224812	2	2
0	0	118223.665	118224.221	chr11:118223071-118224812	3	2
0	0	118223.665	118224.221	chr11:118223071-118224812	4	2
0	0	118223.665	118224.221	chr11:118223071-118224812	2	3
0	0	118223.665	118224.221	chr11:118223071-118224812	3	3
0	0	118223.665	118224.221	chr11:118223071-118224812	4	3
0	0	118223.665	118224.221	chr11:118223071-118224812	3	4
0	0	118223.665	118224.221	chr11:118223071-118224812	4	4
0	0	118223.665	118224.221	chr11:118223071-118224812	4	5
