y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118192.372	118192.925	chr11:118190327-118195415	1	2
0	0	118192.372	118192.925	chr11:118190327-118195415	2	2
0	0	118192.372	118192.925	chr11:118190327-118195415	3	2
0	0	118192.253	118192.925	chr11:118190327-118195415	4	2
0	0	118192.253	118192.925	chr11:118190327-118195415	4	3
0	0	118192.372	118192.925	chr11:118190327-118195415	2	4
0	0	118192.372	118192.925	chr11:118190327-118195415	3	4
0	0	118192.253	118192.925	chr11:118190327-118195415	4	4
0	0	118192.372	118192.925	chr11:118190327-118195415	3	5
0	0	118192.253	118192.925	chr11:118190327-118195415	4	5
