y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118163.83465	118163.83465	chr11:118153536-118169777	1	2
0	0	118163.83465	118163.83465	chr11:118153536-118169777	2	2
0	0	118163.83465	118163.83465	chr11:118153536-118169777	3	2
0	0	118163.83465	118163.83465	chr11:118153536-118169777	4	2
0	0	118163.83465	118163.83465	chr11:118153536-118169777	2	3
0	0	118163.83465	118163.83465	chr11:118153536-118169777	3	3
0	0	118163.83465	118163.83465	chr11:118153536-118169777	4	3
0	0	118163.83465	118163.83465	chr11:118153536-118169777	3	4
0	0	118163.83465	118163.83465	chr11:118153536-118169777	4	4
0	0	118163.83465	118163.83465	chr11:118153536-118169777	4	5
