y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118192.372	118192.925	chr11:118190281-118194391	2	2
0	0	118192.372	118192.925	chr11:118190281-118194391	3	2
0	0	118192.372	118192.925	chr11:118190281-118194391	4	2
0	0	118192.372	118192.925	chr11:118190281-118194391	4	3
0	0	118191.017	118191.697	chr11:118190281-118194391	1	4
0	0	118192.372	118192.925	chr11:118190281-118194391	2	4
0	0	118192.372	118192.925	chr11:118190281-118194391	3	4
0	0	118192.372	118192.925	chr11:118190281-118194391	4	4
0	0	118192.372	118192.925	chr11:118190281-118194391	3	5
0	0	118192.372	118192.925	chr11:118190281-118194391	4	5
