y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118225.718	118225.924	chr11:118225264-118228246	3	2
0	0	118225.718	118225.924	chr11:118225264-118228246	4	2
0	0	118225.718	118225.924	chr11:118225264-118228246	4	3
0	0	118225.718	118225.924	chr11:118225264-118228246	2	4
0	0	118225.718	118225.924	chr11:118225264-118228246	3	4
0	0	118225.718	118225.924	chr11:118225264-118228246	4	4
0	0	118225.495	118225.924	chr11:118225264-118228246	1	5
0	0	118225.718	118225.924	chr11:118225264-118228246	2	5
0	0	118225.718	118225.924	chr11:118225264-118228246	3	5
0	0	118225.718	118225.924	chr11:118225264-118228246	4	5
