linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
0	118173.358	118176.231	chr11:118175144-118176570	correct	1	1
0	118176.442	118181.782	chr11:118175144-118176570	correct	1	1
1	118207.607	118211.434	chr11:118210640-118211926	false positive	1	102
1	118213.055	118214.022	chr11:118211927-118213402	false positive	1	103
0	118214.653	118215.916	chr11:118214880-118216310	correct	1	4
0	118216.57	118220.883	chr11:118216311-118217053	correct	1	5
1	118222.047	118228.604	chr11:118227122-118228294	false positive	1	106
0	118229.419	118230.534	chr11:118230212-118231217	correct	1	7
0	118230.778	118232.881	chr11:118230212-118231217	correct	1	7
0	118173.358	118176.231	chr11:118174866-118177024	correct	1	8
0	118176.442	118181.782	chr11:118174866-118177024	correct	1	8
0	118207.607	118211.434	chr11:118210926-118211667	correct	1	9
0	118213.055	118214.022	chr11:118211668-118213341	correct	1	10
0	118214.653	118215.916	chr11:118214905-118217190	correct	1	11
0	118216.57	118220.883	chr11:118214905-118217190	correct	1	11
0	118222.047	118228.604	chr11:118224813-118226715	correct	1	12
0	118229.419	118230.534	chr11:118230179-118231781	correct	1	13
0	118230.778	118232.881	chr11:118230179-118231781	correct	1	13
0	118173.358	118176.231	chr11:118175139-118176578	correct	1	14
0	118176.442	118181.782	chr11:118175139-118176578	correct	1	14
0	118207.607	118211.434	chr11:118209536-118211789	correct	1	15
0	118213.055	118214.022	chr11:118211790-118213354	correct	1	16
0	118214.653	118215.916	chr11:118214509-118217408	correct	1	17
0	118216.57	118220.883	chr11:118214509-118217408	correct	1	17
1	118222.047	118228.604	chr11:118221068-118225263	false positive	1	114
0	118229.419	118230.534	chr11:118229400-118231571	correct	1	19
0	118230.778	118232.881	chr11:118229400-118231571	correct	1	19
0	118173.358	118176.231	chr11:118174953-118176654	correct	1	20
0	118176.442	118181.782	chr11:118174953-118176654	correct	1	20
0	118207.607	118211.434	chr11:118209252-118213860	correct	1	21
0	118213.055	118214.022	chr11:118209252-118213860	correct	1	21
0	118214.653	118215.916	chr11:118214496-118218828	correct	1	22
0	118216.57	118220.883	chr11:118214496-118218828	correct	1	22
1	118222.047	118228.604	chr11:118224849-118228003	false positive	1	118
0	118229.419	118230.534	chr11:118228456-118231646	correct	1	24
0	118230.778	118232.881	chr11:118228456-118231646	correct	1	24
0	118173.358	118176.231	chr11:118174946-118177139	correct	1	25
0	118176.442	118181.782	chr11:118174946-118177139	correct	1	25
0	118207.607	118211.434	chr11:118208777-118213897	correct	1	26
0	118213.055	118214.022	chr11:118208777-118213897	correct	1	26
0	118214.653	118215.916	chr11:118213898-118218859	correct	1	27
0	118216.57	118220.883	chr11:118213898-118218859	correct	1	27
0	118222.047	118228.604	chr11:118218860-118229258	correct	1	28
0	118229.419	118230.534	chr11:118229259-118233705	correct	1	29
0	118230.778	118232.881	chr11:118229259-118233705	correct	1	29
0	118173.358	118176.231	chr11:118171577-118178639	correct	1	30
0	118176.442	118181.782	chr11:118171577-118178639	correct	1	30
0	118207.607	118211.434	chr11:118208371-118214262	correct	1	31
0	118213.055	118214.022	chr11:118208371-118214262	correct	1	31
0	118214.653	118215.916	chr11:118214263-118219522	correct	1	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	1	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	1	33
0	118229.419	118230.534	chr11:118226161-118233711	correct	1	34
0	118230.778	118232.881	chr11:118226161-118233711	correct	1	34
0	118173.358	118176.231	chr11:118170572-118179444	correct	1	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	1	35
0	118207.607	118211.434	chr11:118207606-118220428	correct	1	36
0	118213.055	118214.022	chr11:118207606-118220428	correct	1	36
0	118214.653	118215.916	chr11:118207606-118220428	correct	1	36
0	118216.57	118220.883	chr11:118207606-118220428	correct	1	36
0	118222.047	118228.604	chr11:118224254-118234051	correct	1	37
0	118229.419	118230.534	chr11:118224254-118234051	correct	1	37
0	118230.778	118232.881	chr11:118224254-118234051	correct	1	37
0	118173.358	118176.231	chr11:118169778-118184378	correct	1	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	1	38
0	118207.607	118211.434	chr11:118208100-118222359	correct	1	39
0	118213.055	118214.022	chr11:118208100-118222359	correct	1	39
0	118214.653	118215.916	chr11:118208100-118222359	correct	1	39
0	118216.57	118220.883	chr11:118208100-118222359	correct	1	39
0	118222.047	118228.604	chr11:118222360-118239987	correct	1	40
0	118229.419	118230.534	chr11:118222360-118239987	correct	1	40
0	118230.778	118232.881	chr11:118222360-118239987	correct	1	40
0	118173.358	118176.231	chr11:118166081-118182712	correct	1	41
0	118176.442	118181.782	chr11:118166081-118182712	correct	1	41
0	118207.607	118211.434	chr11:118200904-118225604	correct	1	42
0	118213.055	118214.022	chr11:118200904-118225604	correct	1	42
0	118214.653	118215.916	chr11:118200904-118225604	correct	1	42
0	118216.57	118220.883	chr11:118200904-118225604	correct	1	42
0	118222.047	118228.604	chr11:118200904-118225604	correct	1	42
0	118229.419	118230.534	chr11:118225605-118243804	correct	1	43
0	118230.778	118232.881	chr11:118225605-118243804	correct	1	43
0	118173.358	118176.231	chr11:118170310-118195238	correct	1	44
0	118176.442	118181.782	chr11:118170310-118195238	correct	1	44
0	118207.607	118211.434	chr11:118195500-118224233	correct	1	45
0	118213.055	118214.022	chr11:118195500-118224233	correct	1	45
0	118214.653	118215.916	chr11:118195500-118224233	correct	1	45
0	118216.57	118220.883	chr11:118195500-118224233	correct	1	45
0	118222.047	118228.604	chr11:118224234-118249203	correct	1	46
0	118229.419	118230.534	chr11:118224234-118249203	correct	1	46
0	118230.778	118232.881	chr11:118224234-118249203	correct	1	46
0	118173.358	118176.231	chr11:118150742-118195371	correct	1	47
0	118176.442	118181.782	chr11:118150742-118195371	correct	1	47
0	118207.607	118211.434	chr11:118195372-118224236	correct	1	48
0	118213.055	118214.022	chr11:118195372-118224236	correct	1	48
0	118214.653	118215.916	chr11:118195372-118224236	correct	1	48
0	118216.57	118220.883	chr11:118195372-118224236	correct	1	48
0	118222.047	118228.604	chr11:118224237-118256837	correct	1	49
0	118229.419	118230.534	chr11:118224237-118256837	correct	1	49
0	118230.778	118232.881	chr11:118224237-118256837	correct	1	49
0	118173.358	118176.231	chr11:118139927-118194115	correct	1	50
0	118176.442	118181.782	chr11:118139927-118194115	correct	1	50
0	118207.607	118211.434	chr11:118194116-118250799	correct	1	51
0	118213.055	118214.022	chr11:118194116-118250799	correct	1	51
0	118214.653	118215.916	chr11:118194116-118250799	correct	1	51
0	118216.57	118220.883	chr11:118194116-118250799	correct	1	51
0	118222.047	118228.604	chr11:118194116-118250799	correct	1	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	1	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	1	98
0	118173.358	118176.231	chr11:118125367-118194817	correct	1	52
0	118176.442	118181.782	chr11:118125367-118194817	correct	1	52
0	118207.607	118211.434	chr11:118194818-118266077	correct	1	53
0	118213.055	118214.022	chr11:118194818-118266077	correct	1	53
0	118214.653	118215.916	chr11:118194818-118266077	correct	1	53
0	118216.57	118220.883	chr11:118194818-118266077	correct	1	53
0	118222.047	118228.604	chr11:118194818-118266077	correct	1	53
3	118229.419	118230.534	chr11:118194818-118266077	false negative	1	100
3	118230.778	118232.881	chr11:118194818-118266077	false negative	1	100
0	118173.358	118176.231	chr11:118175144-118176570	correct	2	1
3	118176.442	118181.782	chr11:118175144-118176570	false negative	2	54
0	118207.607	118211.434	chr11:118210640-118211926	correct	2	2
3	118213.055	118214.022	chr11:118211927-118213402	false negative	2	56
0	118214.653	118215.916	chr11:118214880-118216310	correct	2	4
0	118216.57	118220.883	chr11:118216311-118217053	correct	2	5
0	118222.047	118228.604	chr11:118227122-118228294	correct	2	6
0	118229.419	118230.534	chr11:118230212-118231217	correct	2	7
0	118230.778	118232.881	chr11:118230212-118231217	correct	2	7
0	118173.358	118176.231	chr11:118174866-118177024	correct	2	8
0	118176.442	118181.782	chr11:118174866-118177024	correct	2	8
0	118207.607	118211.434	chr11:118210926-118211667	correct	2	9
3	118213.055	118214.022	chr11:118211668-118213341	false negative	2	62
0	118214.653	118215.916	chr11:118214905-118217190	correct	2	11
0	118216.57	118220.883	chr11:118214905-118217190	correct	2	11
1	118222.047	118228.604	chr11:118224813-118226715	false positive	2	110
0	118229.419	118230.534	chr11:118230179-118231781	correct	2	13
0	118230.778	118232.881	chr11:118230179-118231781	correct	2	13
0	118173.358	118176.231	chr11:118175139-118176578	correct	2	14
3	118176.442	118181.782	chr11:118175139-118176578	false negative	2	65
0	118207.607	118211.434	chr11:118209536-118211789	correct	2	15
3	118213.055	118214.022	chr11:118211790-118213354	false negative	2	67
0	118214.653	118215.916	chr11:118214509-118217408	correct	2	17
0	118216.57	118220.883	chr11:118214509-118217408	correct	2	17
0	118222.047	118228.604	chr11:118221068-118225263	correct	2	18
0	118229.419	118230.534	chr11:118229400-118231571	correct	2	19
0	118230.778	118232.881	chr11:118229400-118231571	correct	2	19
0	118173.358	118176.231	chr11:118174953-118176654	correct	2	20
0	118176.442	118181.782	chr11:118174953-118176654	correct	2	20
0	118207.607	118211.434	chr11:118209252-118213860	correct	2	21
0	118213.055	118214.022	chr11:118209252-118213860	correct	2	21
0	118214.653	118215.916	chr11:118214496-118218828	correct	2	22
0	118216.57	118220.883	chr11:118214496-118218828	correct	2	22
0	118222.047	118228.604	chr11:118224849-118228003	correct	2	23
0	118229.419	118230.534	chr11:118228456-118231646	correct	2	24
0	118230.778	118232.881	chr11:118228456-118231646	correct	2	24
0	118173.358	118176.231	chr11:118174946-118177139	correct	2	25
0	118176.442	118181.782	chr11:118174946-118177139	correct	2	25
0	118207.607	118211.434	chr11:118208777-118213897	correct	2	26
0	118213.055	118214.022	chr11:118208777-118213897	correct	2	26
0	118214.653	118215.916	chr11:118213898-118218859	correct	2	27
0	118216.57	118220.883	chr11:118213898-118218859	correct	2	27
0	118222.047	118228.604	chr11:118218860-118229258	correct	2	28
0	118229.419	118230.534	chr11:118229259-118233705	correct	2	29
0	118230.778	118232.881	chr11:118229259-118233705	correct	2	29
0	118173.358	118176.231	chr11:118171577-118178639	correct	2	30
0	118176.442	118181.782	chr11:118171577-118178639	correct	2	30
0	118207.607	118211.434	chr11:118208371-118214262	correct	2	31
0	118213.055	118214.022	chr11:118208371-118214262	correct	2	31
0	118214.653	118215.916	chr11:118214263-118219522	correct	2	32
0	118216.57	118220.883	chr11:118214263-118219522	correct	2	32
0	118222.047	118228.604	chr11:118219523-118225461	correct	2	33
0	118229.419	118230.534	chr11:118226161-118233711	correct	2	34
0	118230.778	118232.881	chr11:118226161-118233711	correct	2	34
0	118173.358	118176.231	chr11:118170572-118179444	correct	2	35
0	118176.442	118181.782	chr11:118170572-118179444	correct	2	35
0	118207.607	118211.434	chr11:118207606-118220428	correct	2	36
3	118213.055	118214.022	chr11:118207606-118220428	false negative	2	83
3	118214.653	118215.916	chr11:118207606-118220428	false negative	2	83
0	118216.57	118220.883	chr11:118207606-118220428	correct	2	36
0	118222.047	118228.604	chr11:118224254-118234051	correct	2	37
0	118229.419	118230.534	chr11:118224254-118234051	correct	2	37
0	118230.778	118232.881	chr11:118224254-118234051	correct	2	37
0	118173.358	118176.231	chr11:118169778-118184378	correct	2	38
0	118176.442	118181.782	chr11:118169778-118184378	correct	2	38
