y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118177.364	118177.879	chr11:118176655-118179273	4	2
0	0	118177.364	118177.879	chr11:118176655-118179273	3	3
0	0	118177.364	118177.879	chr11:118176655-118179273	4	3
0	0	118177.416	118177.874	chr11:118176655-118179273	1	4
0	0	118177.364	118177.879	chr11:118176655-118179273	2	4
0	0	118177.364	118177.879	chr11:118176655-118179273	3	4
0	0	118177.364	118177.879	chr11:118176655-118179273	4	4
0	0	118177.364	118177.879	chr11:118176655-118179273	2	5
0	0	118177.364	118177.879	chr11:118176655-118179273	3	5
0	0	118177.364	118177.879	chr11:118176655-118179273	4	5
