y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118163.83465	118163.83465	chr11:118157970-118170571	1	2
0	0	118163.83465	118163.83465	chr11:118157970-118170571	2	2
0	0	118163.83465	118163.83465	chr11:118157970-118170571	3	2
0	0	118163.83465	118163.83465	chr11:118157970-118170571	4	2
0	0	118163.83465	118163.83465	chr11:118157970-118170571	2	3
0	0	118163.83465	118163.83465	chr11:118157970-118170571	3	3
0	0	118163.83465	118163.83465	chr11:118157970-118170571	4	3
0	0	118163.83465	118163.83465	chr11:118157970-118170571	3	4
0	0	118163.83465	118163.83465	chr11:118157970-118170571	4	4
0	0	118163.83465	118163.83465	chr11:118157970-118170571	4	5
