y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118212.495	118213.261	chr11:118211927-118213402	2	2
0	0	118212.495	118213.261	chr11:118211927-118213402	3	2
0	0	118212.495	118213.261	chr11:118211927-118213402	4	2
0	0	118212.495	118213.261	chr11:118211927-118213402	4	3
0	0	118212.116	118212.689	chr11:118211927-118213402	1	4
0	0	118212.495	118213.261	chr11:118211927-118213402	3	4
0	0	118212.495	118213.261	chr11:118211927-118213402	4	4
0	0	118212.495	118213.261	chr11:118211927-118213402	2	5
0	0	118212.495	118213.261	chr11:118211927-118213402	3	5
0	0	118212.495	118213.261	chr11:118211927-118213402	4	5
