y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118209.753	118218.118	chr11:118195500-118224233	4	2
0	0	118209.753	118218.118	chr11:118195500-118224233	3	3
0	0	118209.753	118218.118	chr11:118195500-118224233	4	3
0	0	118209.784	118218.126	chr11:118195500-118224233	1	4
0	0	118209.753	118218.118	chr11:118195500-118224233	2	4
0	0	118209.753	118218.118	chr11:118195500-118224233	3	4
0	0	118209.753	118218.118	chr11:118195500-118224233	4	4
0	0	118209.753	118218.118	chr11:118195500-118224233	2	5
0	0	118209.753	118218.118	chr11:118195500-118224233	3	5
0	0	118209.753	118218.118	chr11:118195500-118224233	4	5
