y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118215.184	118216.824	chr11:118214905-118217190	4	2
0	0	118215.184	118216.822	chr11:118214905-118217190	3	3
0	0	118215.184	118216.824	chr11:118214905-118217190	4	3
0	0	118215.184	118216.822	chr11:118214905-118217190	1	4
0	0	118215.184	118216.822	chr11:118214905-118217190	2	4
0	0	118215.184	118216.822	chr11:118214905-118217190	3	4
0	0	118215.184	118216.824	chr11:118214905-118217190	4	4
0	0	118215.184	118216.822	chr11:118214905-118217190	2	5
0	0	118215.184	118216.822	chr11:118214905-118217190	3	5
0	0	118215.184	118216.824	chr11:118214905-118217190	4	5
