y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118234.098	118234.272	chr11:118233719-118234653	2	2
0	0	118234.098	118234.294	chr11:118233719-118234653	3	2
0	0	118234.098	118234.294	chr11:118233719-118234653	4	2
0	0	118234.098	118234.294	chr11:118233719-118234653	4	3
0	0	118234.098	118234.277	chr11:118233719-118234653	1	4
0	0	118234.098	118234.272	chr11:118233719-118234653	2	4
0	0	118234.098	118234.294	chr11:118233719-118234653	3	4
0	0	118234.098	118234.294	chr11:118233719-118234653	4	4
0	0	118234.098	118234.294	chr11:118233719-118234653	3	5
0	0	118234.098	118234.294	chr11:118233719-118234653	4	5
