y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118213.728	118214.28	chr11:118213342-118214904	4	2
0	0	118213.728	118214.28	chr11:118213342-118214904	3	3
0	0	118213.728	118214.28	chr11:118213342-118214904	4	3
0	0	118213.463	118213.62	chr11:118213342-118214904	1	4
0	0	118213.728	118214.28	chr11:118213342-118214904	2	4
0	0	118213.728	118214.28	chr11:118213342-118214904	3	4
0	0	118213.728	118214.28	chr11:118213342-118214904	4	4
0	0	118213.728	118214.28	chr11:118213342-118214904	2	5
0	0	118213.728	118214.28	chr11:118213342-118214904	3	5
0	0	118213.728	118214.28	chr11:118213342-118214904	4	5
