y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118196.126	118196.228	chr11:118195386-118196748	1	2
0	0	118196.126	118196.228	chr11:118195386-118196748	2	2
0	0	118196.126	118196.228	chr11:118195386-118196748	3	2
0	0	118196.126	118196.228	chr11:118195386-118196748	4	2
0	0	118196.126	118196.228	chr11:118195386-118196748	4	3
0	0	118196.126	118196.228	chr11:118195386-118196748	3	4
0	0	118196.126	118196.228	chr11:118195386-118196748	4	4
0	0	118196.126	118196.228	chr11:118195386-118196748	2	5
0	0	118196.126	118196.228	chr11:118195386-118196748	3	5
0	0	118196.126	118196.228	chr11:118195386-118196748	4	5
