y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118189.917	118190.53	chr11:118188438-118191972	2	2
0	0	118189.917	118190.53	chr11:118188438-118191972	3	2
0	0	118189.917	118190.53	chr11:118188438-118191972	4	2
0	0	118189.917	118190.53	chr11:118188438-118191972	1	3
0	0	118189.917	118190.53	chr11:118188438-118191972	2	3
0	0	118189.917	118190.53	chr11:118188438-118191972	3	3
0	0	118189.917	118190.53	chr11:118188438-118191972	4	3
0	0	118189.917	118190.53	chr11:118188438-118191972	3	4
0	0	118189.917	118190.53	chr11:118188438-118191972	4	4
0	0	118189.917	118190.53	chr11:118188438-118191972	4	5
