y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118192.522	118192.646	chr11:118191973-118193671	1	2
0	0	118192.522	118192.646	chr11:118191973-118193671	2	2
0	0	118192.253	118192.912	chr11:118191973-118193671	3	2
0	0	118192.253	118192.75	chr11:118191973-118193671	4	2
0	0	118192.253	118192.75	chr11:118191973-118193671	4	3
0	0	118192.522	118192.646	chr11:118191973-118193671	2	4
0	0	118192.253	118192.912	chr11:118191973-118193671	3	4
0	0	118192.253	118192.75	chr11:118191973-118193671	4	4
0	0	118192.253	118192.912	chr11:118191973-118193671	3	5
0	0	118192.253	118192.75	chr11:118191973-118193671	4	5
