y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118210.721	118210.82	chr11:118210525-118210925	2	2
0	0	118210.721	118210.82	chr11:118210525-118210925	3	2
0	0	118210.721	118210.82	chr11:118210525-118210925	4	2
0	0	118210.721	118210.82	chr11:118210525-118210925	4	3
0	0	118210.721	118210.82	chr11:118210525-118210925	3	4
0	0	118210.721	118210.82	chr11:118210525-118210925	4	4
0	0	118210.707	118210.82	chr11:118210525-118210925	1	5
0	0	118210.721	118210.82	chr11:118210525-118210925	2	5
0	0	118210.721	118210.82	chr11:118210525-118210925	3	5
0	0	118210.721	118210.82	chr11:118210525-118210925	4	5
