y	yend	x	xend	clickSelects	showSelected2	PANEL
0.05	0.05	118175.137	118178.481	chr11:118125367-118194817	104267	1
0.1	0.1	118163.83465	118163.83465	chr11:118139220-118170309	36864	1
0.15	0.15	118175.092	118178.481	chr11:118139927-118194115	73728	1
0.2	0.2	118163.83465	118163.83465	chr11:118142322-118166080	26066	1
0.25	0.25	118175.102	118178.481	chr11:118150742-118195371	52133	1
0.3	0.3	118163.83465	118163.83465	chr11:118153536-118169777	18432	1
0.35	0.35	118163.83465	118163.83465	chr11:118157970-118170571	13033	1
0.4	0.4	118163.83465	118165.484	chr11:118161082-118170298	9216	1
0.45	0.45	118175.393	118176.967	chr11:118166081-118182712	26066	1
0.5	0.5	118171.594	118171.694	chr11:118169294-118172593	4608	1
0.55	0.55	118175.404	118176.969	chr11:118169778-118184378	18432	1
0.6	0.6	118175.387	118178.477	chr11:118170310-118195238	36864	1
0.65	0.65	118173.366	118174.493	chr11:118170511-118174945	6516	1
0.7	0.7	118175.404	118176.912	chr11:118170572-118179444	13033	1
0.75	0.75	118175.404	118176.909	chr11:118171577-118178639	9216	1
0.8	0.8	118174.564	118175.097	chr11:118172062-118175138	3258	1
0.85	0.85	118174.535	118174.68	chr11:118172594-118174952	4608	1
0.9	0.9	118174.301	118174.479	chr11:118172617-118174865	2304	1
0.95	0.95	118173.535	118173.819	chr11:118172963-118174591	1629	1
1	1	118175.431	118176.514	chr11:118174866-118177024	2304	1
1.05	1.05	118175.431	118176.514	chr11:118174946-118177139	6516	1
1.1	1.1	118175.431	118176.518	chr11:118174953-118176654	4608	1
1.15	1.15	118175.439	118176.507	chr11:118175139-118176578	3258	1
1.2	1.2	118175.439	118176.507	chr11:118175144-118176570	1629	1
1.25	1.25	118176.787	118176.846	chr11:118176571-118177178	1629	1
1.3	1.3	118176.711	118176.916	chr11:118176579-118178170	3258	1
1.35	1.35	118177.416	118177.874	chr11:118176655-118179273	4608	1
1.4	1.4	118177.596	118177.728	chr11:118177025-118178581	2304	1
1.45	1.45	118178.337	118178.474	chr11:118177140-118179564	6516	1
1.5	1.5	118177.596	118177.724	chr11:118177179-118178055	1629	1
1.55	1.55	118178.408	118178.54	chr11:118178056-118178679	1629	1
1.6	1.6	118179.009	118179.856	chr11:118178171-118180360	3258	1
1.65	1.65	118178.899	118179.859	chr11:118178582-118180380	2304	1
1.7	1.7	118180.975	118181.484	chr11:118178640-118184271	9216	1
1.75	1.75	118179.002	118179.325	chr11:118178680-118180256	1629	1
1.8	1.8	118180.97	118181.484	chr11:118179274-118182038	4608	1
1.85	1.85	118180.311	118181.546	chr11:118179445-118184245	13033	1
1.9	1.9	118180.311	118181.546	chr11:118179565-118184430	6516	1
1.95	1.95	118180.969	118181.416	chr11:118180361-118181820	3258	1
2	2	118180.969	118181.484	chr11:118180381-118182034	2304	1
2.05	2.05	118180.969	118181.416	chr11:118180412-118181804	1629	1
2.1	2.1	118182.088	118182.678	chr11:118181805-118182930	1629	1
2.15	2.15	118182.561	118183.144	chr11:118181821-118183691	3258	1
2.2	2.2	118182.558	118183.144	chr11:118182035-118183425	2304	1
2.25	2.25	118182.53	118184.404	chr11:118182039-118185519	4608	1
2.3	2.3	118186.422	118188.475	chr11:118182713-118200648	26066	1
2.35	2.35	118183.089	118183.294	chr11:118182931-118183687	1629	1
2.4	2.4	118183.853	118183.956	chr11:118183426-118185207	2304	1
2.45	2.45	118183.853	118183.952	chr11:118183688-118184421	1629	1
2.5	2.5	118183.853	118183.952	chr11:118183692-118184718	3258	1
2.55	2.55	118187.023	118188.192	chr11:118184246-118190326	13033	1
2.6	2.6	118187.023	118188.203	chr11:118184272-118189408	9216	1
2.65	2.65	118187.023	118188.203	chr11:118184379-118196409	18432	1
2.75	2.75	118187.023	118188.192	chr11:118184431-118190097	6516	1
2.8	2.8	118185.329	118185.486	chr11:118184701-118185739	1629	1
2.85	2.85	118186.131	118186.23	chr11:118184719-118186458	3258	1
2.9	2.9	118186.131	118186.672	chr11:118185393-118186834	2304	1
