y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118209.796	118209.947	chr11:118209423-118210639	3	2
0	0	118209.796	118209.947	chr11:118209423-118210639	4	2
0	0	118209.796	118209.947	chr11:118209423-118210639	4	3
0	0	118209.8	118209.944	chr11:118209423-118210639	1	4
0	0	118209.796	118209.947	chr11:118209423-118210639	2	4
0	0	118209.796	118209.947	chr11:118209423-118210639	3	4
0	0	118209.796	118209.947	chr11:118209423-118210639	4	4
0	0	118209.796	118209.947	chr11:118209423-118210639	2	5
0	0	118209.796	118209.947	chr11:118209423-118210639	3	5
0	0	118209.796	118209.947	chr11:118209423-118210639	4	5
