y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118197.961	118198.855	chr11:118197230-118198986	1	2
0	0	118197.961	118198.855	chr11:118197230-118198986	2	2
0	0	118197.961	118198.855	chr11:118197230-118198986	3	2
0	0	118197.961	118198.855	chr11:118197230-118198986	4	2
0	0	118197.961	118198.855	chr11:118197230-118198986	3	3
0	0	118197.961	118198.855	chr11:118197230-118198986	4	3
0	0	118197.961	118198.855	chr11:118197230-118198986	2	4
0	0	118197.961	118198.855	chr11:118197230-118198986	3	4
0	0	118197.961	118198.855	chr11:118197230-118198986	4	4
0	0	118197.961	118198.855	chr11:118197230-118198986	4	5
