y	yend	x	xend	clickSelects	showSelected2	PANEL
0.05	0.05	118173.535	118173.819	chr11:118172963-118174591	1629	2
0.05	0.05	118176.714	118176.814	chr11:118176571-118177178	1629	2
0.05	0.05	118177.596	118177.762	chr11:118177179-118178055	1629	2
0.05	0.05	118178.263	118178.474	chr11:118178056-118178679	1629	2
0.05	0.05	118179.002	118179.325	chr11:118178680-118180256	1629	2
0.05	0.05	118183.863	118183.952	chr11:118183688-118184421	1629	2
0.05	0.05	118187.061	118187.315	chr11:118186798-118187477	1629	2
0.05	0.05	118188.648	118189.932	chr11:118188402-118190759	1629	2
0.05	0.05	118191.06	118191.697	chr11:118190760-118191990	1629	2
0.05	0.05	118192.522	118192.646	chr11:118191991-118192950	1629	2
0.05	0.05	118194.086	118194.753	chr11:118193583-118195135	1629	2
0.05	0.05	118196.126	118196.228	chr11:118195386-118196748	1629	2
0.05	0.05	118196.852	118197.2	chr11:118196749-118197629	1629	2
0.05	0.05	118198.643	118198.78	chr11:118197630-118199059	1629	2
0.05	0.05	118199.562	118199.869	chr11:118199060-118200161	1629	2
0.05	0.05	118200.489	118200.97	chr11:118200162-118201432	1629	2
0.05	0.05	118203.611	118203.723	chr11:118202692-118203892	1629	2
0.05	0.05	118207.526	118207.843	chr11:118206944-118208392	1629	2
0.05	0.05	118208.979	118209.118	chr11:118208393-118209422	1629	2
0.05	0.05	118209.796	118209.947	chr11:118209423-118210639	1629	2
0.05	0.05	118210.902	118211.473	chr11:118210640-118211926	1629	2
0.05	0.05	118212.495	118213.261	chr11:118211927-118213402	1629	2
0.05	0.05	118215.158	118215.465	chr11:118214880-118216310	1629	2
0.05	0.05	118217.682	118217.807	chr11:118217054-118218159	1629	2
0.05	0.05	118218.468	118218.616	chr11:118218160-118219136	1629	2
0.05	0.05	118219.628	118219.842	chr11:118219344-118220681	1629	2
0.05	0.05	118222.209	118222.332	chr11:118221566-118222673	1629	2
0.05	0.05	118223.848	118224.222	chr11:118223469-118224627	1629	2
0.05	0.05	118224.788	118225.051	chr11:118224628-118225252	1629	2
0.05	0.05	118225.503	118225.691	chr11:118225253-118226275	1629	2
0.05	0.05	118226.863	118227.029	chr11:118226276-118227121	1629	2
0.05	0.05	118227.536	118227.635	chr11:118227122-118228294	1629	2
0.05	0.05	118229.432	118229.548	chr11:118228295-118229617	1629	2
0.05	0.05	118229.831	118230.076	chr11:118229618-118230211	1629	2
0.05	0.05	118230.386	118230.92	chr11:118230212-118231217	1629	2
0.05	0.05	118231.272	118231.571	chr11:118231218-118231779	1629	2
0.05	0.05	118234.098	118234.294	chr11:118233719-118234653	1629	2
0.05	0.05	118175.428	118176.493	chr11:118174866-118177024	2304	2
0.05	0.05	118177.742	118178.273	chr11:118177025-118178581	2304	2
0.05	0.05	118178.934	118179.96	chr11:118178582-118180380	2304	2
0.05	0.05	118180.893	118181.546	chr11:118180381-118182034	2304	2
0.05	0.05	118182.558	118183.144	chr11:118182035-118183425	2304	2
0.05	0.05	118184.438	118184.538	chr11:118183426-118185207	2304	2
0.05	0.05	118186.424	118186.668	chr11:118185393-118186834	2304	2
0.05	0.05	118189.917	118190.53	chr11:118188438-118191972	2304	2
0.05	0.05	118192.253	118192.912	chr11:118191973-118193671	2304	2
0.05	0.05	118194.349	118194.748	chr11:118193672-118195893	2304	2
0.05	0.05	118196.126	118196.274	chr11:118195894-118197229	2304	2
0.05	0.05	118197.961	118198.855	chr11:118197230-118198986	2304	2
0.05	0.05	118199.56	118199.733	chr11:118198987-118199961	2304	2
0.05	0.05	118203.359	118203.397	chr11:118202212-118203695	2304	2
0.05	0.05	118203.968	118204.103	chr11:118203696-118204821	2304	2
0.05	0.05	118205.273	118205.838	chr11:118204822-118206054	2304	2
0.05	0.05	118207.526	118207.843	chr11:118206944-118208390	2304	2
0.05	0.05	118208.979	118209.118	chr11:118208391-118209537	2304	2
0.05	0.05	118209.796	118209.947	chr11:118209538-118210524	2304	2
0.05	0.05	118210.721	118210.82	chr11:118210525-118210925	2304	2
0.05	0.05	118220.691	118221.02	chr11:118219849-118221564	2304	2
0.05	0.05	118222.302	118222.408	chr11:118221565-118223070	2304	2
0.05	0.05	118223.665	118224.221	chr11:118223071-118224812	2304	2
0.05	0.05	118225.469	118226.063	chr11:118224813-118226715	2304	2
0.05	0.05	118227.536	118227.635	chr11:118226716-118228591	2304	2
0.05	0.05	118229.433	118229.579	chr11:118228592-118229705	2304	2
0.05	0.05	118229.862	118230.032	chr11:118229706-118230178	2304	2
0.05	0.05	118230.372	118231.105	chr11:118230179-118231781	2304	2
0.05	0.05	118232.119	118232.289	chr11:118231782-118232529	2304	2
0.05	0.05	118232.916	118233.13	chr11:118232530-118233179	2304	2
