y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118173.535	118173.819	chr11:118172963-118174591	1	2
0	0	118173.535	118173.819	chr11:118172963-118174591	2	2
0	0	118173.535	118173.819	chr11:118172963-118174591	3	2
0	0	118173.535	118173.819	chr11:118172963-118174591	4	2
0	0	118173.535	118173.819	chr11:118172963-118174591	2	3
0	0	118173.535	118173.819	chr11:118172963-118174591	3	3
0	0	118173.535	118173.819	chr11:118172963-118174591	4	3
0	0	118173.535	118173.819	chr11:118172963-118174591	3	4
0	0	118173.535	118173.819	chr11:118172963-118174591	4	4
0	0	118173.535	118173.819	chr11:118172963-118174591	4	5
