y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118213.728	118214.348	chr11:118213355-118214508	4	2
0	0	118213.728	118214.348	chr11:118213355-118214508	3	3
0	0	118213.728	118214.348	chr11:118213355-118214508	4	3
0	0	118213.462	118213.62	chr11:118213355-118214508	1	4
0	0	118213.728	118214.348	chr11:118213355-118214508	2	4
0	0	118213.728	118214.348	chr11:118213355-118214508	3	4
0	0	118213.728	118214.348	chr11:118213355-118214508	4	4
0	0	118213.728	118214.348	chr11:118213355-118214508	2	5
0	0	118213.728	118214.348	chr11:118213355-118214508	3	5
0	0	118213.728	118214.348	chr11:118213355-118214508	4	5
