y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118174.301	118174.479	chr11:118172617-118174865	4	2
0	0	118174.301	118174.479	chr11:118172617-118174865	1	3
0	0	118174.301	118174.479	chr11:118172617-118174865	2	3
0	0	118174.301	118174.479	chr11:118172617-118174865	3	3
0	0	118174.301	118174.479	chr11:118172617-118174865	4	3
0	0	118174.301	118174.479	chr11:118172617-118174865	2	4
0	0	118174.301	118174.479	chr11:118172617-118174865	3	4
0	0	118174.301	118174.479	chr11:118172617-118174865	4	4
0	0	118174.301	118174.479	chr11:118172617-118174865	3	5
0	0	118174.301	118174.479	chr11:118172617-118174865	4	5
