y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118205.229	118205.954	chr11:118202707-118207605	3	2
0	0	118203.968	118206.414	chr11:118202707-118207605	4	2
0	0	118203.968	118206.414	chr11:118202707-118207605	4	3
0	0	118205.157	118206.043	chr11:118202707-118207605	1	4
0	0	118205.229	118205.954	chr11:118202707-118207605	2	4
0	0	118205.229	118205.954	chr11:118202707-118207605	3	4
0	0	118203.968	118206.414	chr11:118202707-118207605	4	4
0	0	118205.229	118205.954	chr11:118202707-118207605	2	5
0	0	118205.229	118205.954	chr11:118202707-118207605	3	5
0	0	118203.968	118206.414	chr11:118202707-118207605	4	5
