y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118217.633	118218.063	chr11:118217257-118218373	4	2
0	0	118217.633	118218.063	chr11:118217257-118218373	3	3
0	0	118217.633	118218.063	chr11:118217257-118218373	4	3
0	0	118217.633	118218.063	chr11:118217257-118218373	1	4
0	0	118217.633	118218.063	chr11:118217257-118218373	2	4
0	0	118217.633	118218.063	chr11:118217257-118218373	3	4
0	0	118217.633	118218.063	chr11:118217257-118218373	4	4
0	0	118217.633	118218.063	chr11:118217257-118218373	2	5
0	0	118217.633	118218.063	chr11:118217257-118218373	3	5
0	0	118217.633	118218.063	chr11:118217257-118218373	4	5
