y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118234.697	118237.436	chr11:118233706-118239904	3	2
0	0	118234.697	118237.436	chr11:118233706-118239904	4	2
0	0	118234.744	118236.171	chr11:118233706-118239904	2	3
0	0	118234.697	118237.436	chr11:118233706-118239904	4	3
0	0	118234.744	118236.171	chr11:118233706-118239904	1	4
0	0	118234.744	118236.171	chr11:118233706-118239904	2	4
0	0	118234.697	118237.436	chr11:118233706-118239904	3	4
0	0	118234.697	118237.436	chr11:118233706-118239904	4	4
0	0	118234.697	118237.436	chr11:118233706-118239904	3	5
0	0	118234.697	118237.436	chr11:118233706-118239904	4	5
