y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118182.53	118182.698	chr11:118181805-118182930	4	2
0	0	118182.53	118182.698	chr11:118181805-118182930	3	3
0	0	118182.53	118182.698	chr11:118181805-118182930	4	3
0	0	118182.088	118182.678	chr11:118181805-118182930	1	4
0	0	118182.567	118182.678	chr11:118181805-118182930	2	4
0	0	118182.53	118182.698	chr11:118181805-118182930	3	4
0	0	118182.53	118182.698	chr11:118181805-118182930	4	4
0	0	118182.567	118182.678	chr11:118181805-118182930	2	5
0	0	118182.53	118182.698	chr11:118181805-118182930	3	5
0	0	118182.53	118182.698	chr11:118181805-118182930	4	5
