y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118175.431	118176.493	chr11:118174946-118177139	3	2
0	0	118175.431	118176.493	chr11:118174946-118177139	4	2
0	0	118175.431	118176.493	chr11:118174946-118177139	4	3
0	0	118175.431	118176.514	chr11:118174946-118177139	1	4
0	0	118175.426	118176.482	chr11:118174946-118177139	2	4
0	0	118175.431	118176.493	chr11:118174946-118177139	3	4
0	0	118175.431	118176.493	chr11:118174946-118177139	4	4
0	0	118175.426	118176.482	chr11:118174946-118177139	2	5
0	0	118175.431	118176.493	chr11:118174946-118177139	3	5
0	0	118175.431	118176.493	chr11:118174946-118177139	4	5
