y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118180.975	118181.546	chr11:118179274-118182038	2	2
0	0	118180.975	118181.546	chr11:118179274-118182038	3	2
0	0	118180.975	118181.546	chr11:118179274-118182038	4	2
0	0	118180.975	118181.546	chr11:118179274-118182038	4	3
0	0	118180.97	118181.484	chr11:118179274-118182038	1	4
0	0	118180.975	118181.546	chr11:118179274-118182038	2	4
0	0	118180.975	118181.546	chr11:118179274-118182038	3	4
0	0	118180.975	118181.546	chr11:118179274-118182038	4	4
0	0	118180.975	118181.546	chr11:118179274-118182038	3	5
0	0	118180.975	118181.546	chr11:118179274-118182038	4	5
