y	yend	x	xend	clickSelects	showSelected1	PANEL
0.05	0.1	118173.358	118176.231	chr11:118125367-118194817	104267	1
0.05	0.1	118176.442	118181.782	chr11:118125367-118194817	104267	1
0.15	0.2	118173.358	118176.231	chr11:118139927-118194115	73728	1
0.15	0.2	118176.442	118181.782	chr11:118139927-118194115	73728	1
0.25	0.3	118173.358	118176.231	chr11:118150742-118195371	52133	1
0.25	0.3	118176.442	118181.782	chr11:118150742-118195371	52133	1
0.45	0.5	118173.358	118176.231	chr11:118166081-118182712	26066	1
0.45	0.5	118176.442	118181.782	chr11:118166081-118182712	26066	1
0.55	0.6	118173.358	118176.231	chr11:118169778-118184378	18432	1
0.55	0.6	118176.442	118181.782	chr11:118169778-118184378	18432	1
0.6	0.65	118173.358	118176.231	chr11:118170310-118195238	36864	1
0.6	0.65	118176.442	118181.782	chr11:118170310-118195238	36864	1
0.7	0.75	118173.358	118176.231	chr11:118170572-118179444	13033	1
0.7	0.75	118176.442	118181.782	chr11:118170572-118179444	13033	1
0.75	0.8	118173.358	118176.231	chr11:118171577-118178639	9216	1
0.75	0.8	118176.442	118181.782	chr11:118171577-118178639	9216	1
1	1.05	118173.358	118176.231	chr11:118174866-118177024	2304	1
1	1.05	118176.442	118181.782	chr11:118174866-118177024	2304	1
1.05	1.1	118173.358	118176.231	chr11:118174946-118177139	6516	1
1.05	1.1	118176.442	118181.782	chr11:118174946-118177139	6516	1
1.1	1.15	118173.358	118176.231	chr11:118174953-118176654	4608	1
1.1	1.15	118176.442	118181.782	chr11:118174953-118176654	4608	1
1.15	1.2	118173.358	118176.231	chr11:118175139-118176578	3258	1
1.15	1.2	118176.442	118181.782	chr11:118175139-118176578	3258	1
1.2	1.25	118173.358	118176.231	chr11:118175144-118176570	1629	1
1.2	1.25	118176.442	118181.782	chr11:118175144-118176570	1629	1
4.05	4.1	118207.607	118211.434	chr11:118194116-118250799	73728	1
4.05	4.1	118213.055	118214.022	chr11:118194116-118250799	73728	1
4.05	4.1	118214.653	118215.916	chr11:118194116-118250799	73728	1
4.05	4.1	118216.57	118220.883	chr11:118194116-118250799	73728	1
4.05	4.1	118222.047	118228.604	chr11:118194116-118250799	73728	1
4.05	4.1	118229.419	118230.534	chr11:118194116-118250799	73728	1
4.05	4.1	118230.778	118232.881	chr11:118194116-118250799	73728	1
4.15	4.2	118207.607	118211.434	chr11:118194818-118266077	104267	1
4.15	4.2	118213.055	118214.022	chr11:118194818-118266077	104267	1
4.15	4.2	118214.653	118215.916	chr11:118194818-118266077	104267	1
4.15	4.2	118216.57	118220.883	chr11:118194818-118266077	104267	1
4.15	4.2	118222.047	118228.604	chr11:118194818-118266077	104267	1
4.15	4.2	118229.419	118230.534	chr11:118194818-118266077	104267	1
4.15	4.2	118230.778	118232.881	chr11:118194818-118266077	104267	1
4.25	4.3	118207.607	118211.434	chr11:118195372-118224236	52133	1
4.25	4.3	118213.055	118214.022	chr11:118195372-118224236	52133	1
4.25	4.3	118214.653	118215.916	chr11:118195372-118224236	52133	1
4.25	4.3	118216.57	118220.883	chr11:118195372-118224236	52133	1
4.4	4.45	118207.607	118211.434	chr11:118195500-118224233	36864	1
4.4	4.45	118213.055	118214.022	chr11:118195500-118224233	36864	1
4.4	4.45	118214.653	118215.916	chr11:118195500-118224233	36864	1
4.4	4.45	118216.57	118220.883	chr11:118195500-118224233	36864	1
5.15	5.2	118207.607	118211.434	chr11:118200904-118225604	26066	1
5.15	5.2	118213.055	118214.022	chr11:118200904-118225604	26066	1
5.15	5.2	118214.653	118215.916	chr11:118200904-118225604	26066	1
5.15	5.2	118216.57	118220.883	chr11:118200904-118225604	26066	1
5.15	5.2	118222.047	118228.604	chr11:118200904-118225604	26066	1
6.15	6.2	118207.607	118211.434	chr11:118207606-118220428	13033	1
6.15	6.2	118213.055	118214.022	chr11:118207606-118220428	13033	1
6.15	6.2	118214.653	118215.916	chr11:118207606-118220428	13033	1
6.15	6.2	118216.57	118220.883	chr11:118207606-118220428	13033	1
6.2	6.25	118207.607	118211.434	chr11:118208100-118222359	18432	1
6.2	6.25	118213.055	118214.022	chr11:118208100-118222359	18432	1
6.2	6.25	118214.653	118215.916	chr11:118208100-118222359	18432	1
6.2	6.25	118216.57	118220.883	chr11:118208100-118222359	18432	1
6.25	6.3	118207.607	118211.434	chr11:118208371-118214262	9216	1
6.25	6.3	118213.055	118214.022	chr11:118208371-118214262	9216	1
6.4	6.45	118207.607	118211.434	chr11:118208777-118213897	6516	1
6.4	6.45	118213.055	118214.022	chr11:118208777-118213897	6516	1
6.45	6.5	118207.607	118211.434	chr11:118209252-118213860	4608	1
6.45	6.5	118213.055	118214.022	chr11:118209252-118213860	4608	1
6.55	6.6	118207.607	118211.434	chr11:118209536-118211789	3258	1
6.7	6.75	118207.607	118211.434	chr11:118210640-118211926	1629	1
6.75	6.8	118207.607	118211.434	chr11:118210926-118211667	2304	1
6.8	6.85	118213.055	118214.022	chr11:118211668-118213341	2304	1
6.85	6.9	118213.055	118214.022	chr11:118211790-118213354	3258	1
6.9	6.95	118213.055	118214.022	chr11:118211927-118213402	1629	1
7.1	7.15	118214.653	118215.916	chr11:118213898-118218859	6516	1
7.1	7.15	118216.57	118220.883	chr11:118213898-118218859	6516	1
7.15	7.2	118214.653	118215.916	chr11:118214263-118219522	9216	1
7.15	7.2	118216.57	118220.883	chr11:118214263-118219522	9216	1
7.2	7.25	118214.653	118215.916	chr11:118214496-118218828	4608	1
7.2	7.25	118216.57	118220.883	chr11:118214496-118218828	4608	1
7.25	7.3	118214.653	118215.916	chr11:118214509-118217408	3258	1
7.25	7.3	118216.57	118220.883	chr11:118214509-118217408	3258	1
7.3	7.35	118214.653	118215.916	chr11:118214880-118216310	1629	1
7.35	7.4	118214.653	118215.916	chr11:118214905-118217190	2304	1
