linetype	xmin	xmax	showSelected1	showSelected3	PANEL	group
1	118173.358	118176.231	chr11:118175144-118176570	false positive	2	101
0	118176.442	118181.782	chr11:118175144-118176570	correct	2	1
1	118207.607	118211.434	chr11:118210640-118211926	false positive	2	102
1	118213.055	118214.022	chr11:118211927-118213402	false positive	2	103
1	118214.653	118215.916	chr11:118214880-118216310	false positive	2	104
1	118216.57	118220.883	chr11:118216311-118217053	false positive	2	105
1	118222.047	118228.604	chr11:118227122-118228294	false positive	2	106
0	118229.419	118230.534	chr11:118230212-118231217	correct	2	7
0	118230.778	118232.881	chr11:118230212-118231217	correct	2	7
1	118173.358	118176.231	chr11:118174866-118177024	false positive	2	107
1	118176.442	118181.782	chr11:118174866-118177024	false positive	2	107
0	118213.055	118214.022	chr11:118211668-118213341	correct	2	10
1	118214.653	118215.916	chr11:118214905-118217190	false positive	2	109
1	118216.57	118220.883	chr11:118214905-118217190	false positive	2	109
1	118222.047	118228.604	chr11:118224813-118226715	false positive	2	110
0	118229.419	118230.534	chr11:118230179-118231781	correct	2	13
0	118230.778	118232.881	chr11:118230179-118231781	correct	2	13
1	118173.358	118176.231	chr11:118175139-118176578	false positive	2	111
0	118176.442	118181.782	chr11:118175139-118176578	correct	2	14
1	118207.607	118211.434	chr11:118209536-118211789	false positive	2	112
0	118213.055	118214.022	chr11:118211790-118213354	correct	2	16
1	118214.653	118215.916	chr11:118214509-118217408	false positive	2	113
1	118216.57	118220.883	chr11:118214509-118217408	false positive	2	113
1	118222.047	118228.604	chr11:118221068-118225263	false positive	2	114
0	118229.419	118230.534	chr11:118229400-118231571	correct	2	19
0	118230.778	118232.881	chr11:118229400-118231571	correct	2	19
1	118173.358	118176.231	chr11:118174953-118176654	false positive	2	115
1	118176.442	118181.782	chr11:118174953-118176654	false positive	2	115
1	118207.607	118211.434	chr11:118209252-118213860	false positive	2	116
1	118213.055	118214.022	chr11:118209252-118213860	false positive	2	116
1	118214.653	118215.916	chr11:118214496-118218828	false positive	2	117
1	118216.57	118220.883	chr11:118214496-118218828	false positive	2	117
1	118222.047	118228.604	chr11:118224849-118228003	false positive	2	118
0	118229.419	118230.534	chr11:118228456-118231646	correct	2	24
0	118230.778	118232.881	chr11:118228456-118231646	correct	2	24
1	118173.358	118176.231	chr11:118174946-118177139	false positive	2	119
1	118176.442	118181.782	chr11:118174946-118177139	false positive	2	119
1	118207.607	118211.434	chr11:118208777-118213897	false positive	2	120
1	118213.055	118214.022	chr11:118208777-118213897	false positive	2	120
1	118214.653	118215.916	chr11:118213898-118218859	false positive	2	121
1	118216.57	118220.883	chr11:118213898-118218859	false positive	2	121
0	118222.047	118228.604	chr11:118218860-118229258	correct	2	28
0	118229.419	118230.534	chr11:118229259-118233705	correct	2	29
0	118230.778	118232.881	chr11:118229259-118233705	correct	2	29
1	118173.358	118176.231	chr11:118171577-118178639	false positive	2	122
1	118176.442	118181.782	chr11:118171577-118178639	false positive	2	122
1	118207.607	118211.434	chr11:118208371-118214262	false positive	2	123
1	118213.055	118214.022	chr11:118208371-118214262	false positive	2	123
1	118214.653	118215.916	chr11:118214263-118219522	false positive	2	124
1	118216.57	118220.883	chr11:118214263-118219522	false positive	2	124
0	118222.047	118228.604	chr11:118219523-118225461	correct	2	33
0	118229.419	118230.534	chr11:118226161-118233711	correct	2	34
0	118230.778	118232.881	chr11:118226161-118233711	correct	2	34
1	118173.358	118176.231	chr11:118170572-118179444	false positive	2	125
1	118176.442	118181.782	chr11:118170572-118179444	false positive	2	125
1	118207.607	118211.434	chr11:118207606-118220428	false positive	2	126
1	118213.055	118214.022	chr11:118207606-118220428	false positive	2	126
1	118214.653	118215.916	chr11:118207606-118220428	false positive	2	126
1	118216.57	118220.883	chr11:118207606-118220428	false positive	2	126
0	118222.047	118228.604	chr11:118224254-118234051	correct	2	37
0	118229.419	118230.534	chr11:118224254-118234051	correct	2	37
0	118230.778	118232.881	chr11:118224254-118234051	correct	2	37
1	118173.358	118176.231	chr11:118169778-118184378	false positive	2	127
1	118176.442	118181.782	chr11:118169778-118184378	false positive	2	127
1	118207.607	118211.434	chr11:118208100-118222359	false positive	2	128
1	118213.055	118214.022	chr11:118208100-118222359	false positive	2	128
1	118214.653	118215.916	chr11:118208100-118222359	false positive	2	128
1	118216.57	118220.883	chr11:118208100-118222359	false positive	2	128
0	118222.047	118228.604	chr11:118222360-118239987	correct	2	40
0	118229.419	118230.534	chr11:118222360-118239987	correct	2	40
0	118230.778	118232.881	chr11:118222360-118239987	correct	2	40
1	118173.358	118176.231	chr11:118166081-118182712	false positive	2	129
1	118176.442	118181.782	chr11:118166081-118182712	false positive	2	129
1	118207.607	118211.434	chr11:118200904-118225604	false positive	2	130
1	118213.055	118214.022	chr11:118200904-118225604	false positive	2	130
1	118214.653	118215.916	chr11:118200904-118225604	false positive	2	130
1	118216.57	118220.883	chr11:118200904-118225604	false positive	2	130
0	118222.047	118228.604	chr11:118200904-118225604	correct	2	42
0	118229.419	118230.534	chr11:118225605-118243804	correct	2	43
0	118230.778	118232.881	chr11:118225605-118243804	correct	2	43
1	118173.358	118176.231	chr11:118170310-118195238	false positive	2	131
1	118176.442	118181.782	chr11:118170310-118195238	false positive	2	131
1	118207.607	118211.434	chr11:118195500-118224233	false positive	2	132
1	118213.055	118214.022	chr11:118195500-118224233	false positive	2	132
1	118214.653	118215.916	chr11:118195500-118224233	false positive	2	132
1	118216.57	118220.883	chr11:118195500-118224233	false positive	2	132
0	118222.047	118228.604	chr11:118224234-118249203	correct	2	46
0	118229.419	118230.534	chr11:118224234-118249203	correct	2	46
0	118230.778	118232.881	chr11:118224234-118249203	correct	2	46
1	118173.358	118176.231	chr11:118150742-118195371	false positive	2	133
1	118176.442	118181.782	chr11:118150742-118195371	false positive	2	133
1	118207.607	118211.434	chr11:118195372-118224236	false positive	2	134
1	118213.055	118214.022	chr11:118195372-118224236	false positive	2	134
1	118214.653	118215.916	chr11:118195372-118224236	false positive	2	134
1	118216.57	118220.883	chr11:118195372-118224236	false positive	2	134
0	118222.047	118228.604	chr11:118224237-118256837	correct	2	49
0	118229.419	118230.534	chr11:118224237-118256837	correct	2	49
0	118230.778	118232.881	chr11:118224237-118256837	correct	2	49
1	118173.358	118176.231	chr11:118139927-118194115	false positive	2	135
1	118176.442	118181.782	chr11:118139927-118194115	false positive	2	135
1	118207.607	118211.434	chr11:118194116-118250799	false positive	2	136
1	118213.055	118214.022	chr11:118194116-118250799	false positive	2	136
1	118214.653	118215.916	chr11:118194116-118250799	false positive	2	136
1	118216.57	118220.883	chr11:118194116-118250799	false positive	2	136
0	118222.047	118228.604	chr11:118194116-118250799	correct	2	51
3	118229.419	118230.534	chr11:118194116-118250799	false negative	2	98
3	118230.778	118232.881	chr11:118194116-118250799	false negative	2	98
1	118173.358	118176.231	chr11:118125367-118194817	false positive	2	137
