y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118206.077	118206.414	chr11:118205989-118207487	1	2
0	0	118206.077	118206.414	chr11:118205989-118207487	2	2
0	0	118206.077	118206.414	chr11:118205989-118207487	3	2
0	0	118206.077	118206.414	chr11:118205989-118207487	4	2
0	0	118206.077	118206.414	chr11:118205989-118207487	4	3
0	0	118206.077	118206.414	chr11:118205989-118207487	2	4
0	0	118206.077	118206.414	chr11:118205989-118207487	3	4
0	0	118206.077	118206.414	chr11:118205989-118207487	4	4
0	0	118206.077	118206.414	chr11:118205989-118207487	3	5
0	0	118206.077	118206.414	chr11:118205989-118207487	4	5
