y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118200.815	118200.974	chr11:118199962-118201879	4	2
0	0	118200.489	118200.97	chr11:118199962-118201879	1	3
0	0	118200.502	118200.97	chr11:118199962-118201879	2	3
0	0	118200.502	118200.973	chr11:118199962-118201879	3	3
0	0	118200.815	118200.974	chr11:118199962-118201879	4	3
0	0	118200.502	118200.97	chr11:118199962-118201879	2	4
0	0	118200.502	118200.973	chr11:118199962-118201879	3	4
0	0	118200.815	118200.974	chr11:118199962-118201879	4	4
0	0	118200.502	118200.973	chr11:118199962-118201879	3	5
0	0	118200.815	118200.974	chr11:118199962-118201879	4	5
