y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118186.95	118188.226	chr11:118185520-118189896	2	2
0	0	118187.005	118188.226	chr11:118185520-118189896	3	2
0	0	118187.001	118188.255	chr11:118185520-118189896	4	2
0	0	118187.005	118188.226	chr11:118185520-118189896	3	3
0	0	118187.001	118188.255	chr11:118185520-118189896	4	3
0	0	118187.023	118188.192	chr11:118185520-118189896	1	4
0	0	118186.95	118188.226	chr11:118185520-118189896	2	4
0	0	118187.005	118188.226	chr11:118185520-118189896	3	4
0	0	118187.001	118188.255	chr11:118185520-118189896	4	4
0	0	118187.001	118188.255	chr11:118185520-118189896	4	5
