y	yend	x	xend	clickSelects	showSelected1	PANEL
0	0	118186.95	118188.226	chr11:118184431-118190097	2	2
0	0	118187.001	118188.226	chr11:118184431-118190097	3	2
0	0	118186.95	118188.255	chr11:118184431-118190097	4	2
0	0	118187.001	118188.226	chr11:118184431-118190097	3	3
0	0	118186.95	118188.255	chr11:118184431-118190097	4	3
0	0	118187.023	118188.192	chr11:118184431-118190097	1	4
0	0	118186.95	118188.226	chr11:118184431-118190097	2	4
0	0	118187.001	118188.226	chr11:118184431-118190097	3	4
0	0	118186.95	118188.255	chr11:118184431-118190097	4	4
0	0	118186.95	118188.255	chr11:118184431-118190097	4	5
